X,Y,SCALERANK,NATSCALE,LABELRANK,FEATURECLA,NAME,NAMEPAR,NAMEALT,NAMEASCII,ADM0CAP,CAPIN,WORLDCITY,MEGACITY,SOV0NAME,SOV_A3,ADM0NAME,ADM0_A3,ADM1NAME,ISO_A2,NOTE,POP_MAX,POP_MIN,POP_OTHER,RANK_MAX,RANK_MIN,MEGANAME,LS_NAME,MAX_POP10,MAX_POP20,MAX_POP50,MAX_POP300,MAX_POP310,MAX_NATSCA,MIN_AREAKM,MAX_AREAKM,MIN_AREAMI,MAX_AREAMI,MIN_PERKM,MAX_PERKM,MIN_PERMI,MAX_PERMI,MIN_BBXMIN,MAX_BBXMIN,MIN_BBXMAX,MAX_BBXMAX,MIN_BBYMIN,MAX_BBYMIN,MIN_BBYMAX,MAX_BBYMAX,MEAN_BBXC,MEAN_BBYC,TIMEZONE,UN_FID,POP1950,POP1955,POP1960,POP1965,POP1970,POP1975,POP1980,POP1985,POP1990,POP1995,POP2000,POP2005,POP2010,POP2015,POP2020,POP2025,POP2050,MIN_ZOOM,WIKIDATAID,WOF_ID,CAPALT,NAME_EN,NAME_DE,NAME_ES,NAME_FR,NAME_PT,NAME_RU,NAME_ZH,LABEL,NAME_AR,NAME_BN,NAME_EL,NAME_HI,NAME_HU,NAME_ID,NAME_IT,NAME_JA,NAME_KO,NAME_NL,NAME_PL,NAME_SV,NAME_TR,NAME_VI,NE_ID,NAME_FA,NAME_HE,NAME_UK,NAME_UR,NAME_ZHT,GEONAMESID,FCLASS_ISO,FCLASS_US,FCLASS_FR,FCLASS_RU,FCLASS_ES,FCLASS_CN,FCLASS_TW,FCLASS_IN,FCLASS_NP,FCLASS_PK,FCLASS_DE,FCLASS_GB,FCLASS_BR,FCLASS_IL,FCLASS_PS,FCLASS_SA,FCLASS_EG,FCLASS_MA,FCLASS_PT,FCLASS_AR,FCLASS_JP,FCLASS_KO,FCLASS_VN,FCLASS_TR,FCLASS_ID,FCLASS_PL,FCLASS_GR,FCLASS_IT,FCLASS_NL,FCLASS_SE,FCLASS_BD,FCLASS_UA,FCLASS_TLC
2877861.18975751,1038350.09436642,7,20,3,Populated place,Verona,,,Verona,0,,0,0,Italy,ITA,Italy,ITA,Veneto,IT,,347459,253208,284287,10,10,,Verona,347459,347459,0,0,0,20,241,241,93,93,324,324,202,202,10.758333,10.758333,11.075,11.075,45.308333,45.308333,45.591667,45.591667,10.931708,45.458875,Europe/Rome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,Q2028,101752711,0,Verona,Verona,Verona,Vérone,Verona,Верона,维罗纳,,فيرونا,ভেরোনা,Βερόνα,वेरोना,Verona,Verona,Verona,ヴェローナ,베로나,Verona,Werona,Verona,Verona,Verona,1159139603,ورونا,ורונה,Верона,ویرونا,維羅納,3164527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464860.61593267,1004632.44002592,7,20,3,Populated place,Grenoble,,,Grenoble,0,,0,0,French Republic,FRA,France,FRA,Rhône-Alpes,FR,,388574,158552,334508,10,9,,Grenoble,388574,388574,0,0,0,20,168,168,65,65,174,174,108,108,5.55,5.55,5.858333,5.858333,45.075,45.075,45.391667,45.391667,5.706513,45.214486,Europe/Paris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,Q1289,101749307,0,Grenoble,Grenoble,Grenoble,Grenoble,Grenoble,Гренобль,格勒诺布尔,,غرونوبل,গ্রনোবল,Γκρενόμπλ,ग्रेनोब्ल,Grenoble,Grenoble,Grenoble,グルノーブル,그르노블,Grenoble,Grenoble,Grenoble,Grenoble,Grenoble,1159139917,گرونوبل,גרנובל,Гренобль,گرونوبل,格勒諾布爾,3014728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632193.72947554,1316760.4435214,7,20,3,Populated place,Freiburg,,,Freiburg,0,,0,0,Germany,DEU,Germany,DEU,Baden-Württemberg,DE,,254889,215966,238750,10,10,,Freiburg,254889,254889,0,0,0,20,90,90,35,35,104,104,65,65,7.733333,7.733333,7.925,7.925,47.95,47.95,48.083333,48.083333,7.839889,48.02078,Europe/Berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,Q2833,101905681,0,Freiburg im Breisgau,Freiburg im Breisgau,Friburgo de Brisgovia,Fribourg-en-Brisgau,Freiburg im Breisgau,Фрайбург-им-Брайсгау,弗赖堡,,فرايبورغ,ফ্রাইবুর্গ ইম ব্রেইসগু,Φράιμπουργκ,फ्रेईबुर्ग इम ब्रेसगौ,Freiburg im Breisgau,Freiburg,Friburgo in Brisgovia,フライブルク・イム・ブライスガウ,프라이부르크,Freiburg im Breisgau,Fryburg Bryzgowijski,Freiburg im Breisgau,Freiburg im Breisgau,Freiburg im Breisgau,1159140553,فرایبورگ,פרייבורג,Фрайбург,فری برگ,弗萊堡,2925177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593352.82609937,1288874.12880738,7,20,3,Populated place,Mulhouse,,,Mulhouse,0,,0,0,French Republic,FRA,France,FRA,Alsace,FR,,215454,111430,194720,10,9,,Mulhouse,215454,215454,0,0,0,20,130,130,50,50,139,139,86,86,7.208333,7.208333,7.441667,7.441667,47.708333,47.708333,47.841667,47.841667,7.330722,47.775019,Europe/Paris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Q79815,101749573,0,Mulhouse,Mülhausen,Mulhouse,Mulhouse,Mulhouse,Мюлуз,米卢斯,,ميلوز,ম্যুলুজ,Μυλούζη,मुलहॉउस,Mulhouse,Mulhouse,Mulhouse,ミュルーズ,뮐루즈,Mulhouse,Miluza,Mulhouse,Mulhouse,Mulhouse,1159142057,مولوز,מילוז,Мюлуз,ملحووسی,米盧斯,2991214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900341.72073463,1244215.83377711,7,20,7,Admin-1 capital,Innsbruck,,,Innsbruck,0,,0,0,Austria,AUT,Austria,AUT,Tirol,AT,,155214,112467,148542,9,9,,Innsbruck,155214,155214,0,0,0,20,80,80,31,31,122,122,76,76,11.233333,11.233333,11.541667,11.541667,47.225,47.225,47.308333,47.308333,11.397476,47.265481,Europe/Vienna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,Q1735,101748061,0,Innsbruck,Innsbruck,Innsbruck,Innsbruck,Innsbruck,Инсбрук,因斯布鲁克,,إنسبروك,ইন্সব্রুক,Ίνσμπρουκ,इंसब्रुक,Innsbruck,Innsbruck,Innsbruck,インスブルック,인스브루크,Innsbruck,Innsbruck,Innsbruck,İnnsbruck,Innsbruck,1159145105,اینسبروک,אינסברוק,Інсбрук,انسبروک,茵斯布魯克,2775220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757636.28322962,1222391.84986608,7,20,0,Admin-0 capital,Vaduz,,,Vaduz,1,,0,0,Liechtenstein,LIE,Liechtenstein,LIE,,LI,,36281,5342,33009,7,5,,Vaduz,45442,45442,0,0,0,20,45,45,17,17,90,90,56,56,9.433333,9.433333,9.558333,9.558333,47.091667,47.091667,47.233333,47.233333,9.503734,47.167478,Europe/Vaduz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,Q1844,101828603,0,Vaduz,Vaduz,Vaduz,Vaduz,Vaduz,Вадуц,瓦都兹,,فادوتس,ফাডুৎস,Βαντούζ,वादुज़,Vaduz,Vaduz,Vaduz,ファドゥーツ,파두츠,Vaduz,Vaduz,Vaduz,Vaduz,Vaduz,1159146061,فادوتس,ואדוץ,Вадуц,واڈوز,華杜茲,3042030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2618070.60576015,991161.28408628,6,30,3,Admin-1 region capital,Turin,,Torino,Turin,0,,0,1,Italy,ITA,Italy,ITA,Piemonte,IT,,1652000,865263,1297994,12,11,Torino,Turin,1425256,1425256,0,0,0,20,425,425,164,164,426,426,265,265,7.441667,7.441667,7.816667,7.816667,44.9,44.9,45.233333,45.233333,7.649255,45.06554,Europe/Rome,309,1011,1149,1348,1547,1760,1838,1860,1827,1775,1733,1694,1660,1652,1647,1645,1645,1645,6,Q495,101752697,0,Turin,Turin,Turín,Turin,Turim,Турин,都灵,,تورينو,তুরিন,Τορίνο,टोरीनो,Torino,Turin,Torino,トリノ,토리노,Turijn,Turyn,Turin,Torino,Torino,1159146875,تورین,טורינו,Турин,ٹیورن,杜林,3165524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602158.98123726,1196176.1057219,4,50,7,Admin-0 capital,Bern,,,Bern,1,,0,0,Switzerland,CHE,Switzerland,CHE,Bern,CH,,275329,121631,267814,10,9,,Bern,275329,275329,275329,275329,0,100,78,78,30,30,85,85,53,53,7.375,7.375,7.533333,7.533333,46.9,46.9,47.041667,47.041667,7.453227,46.958239,Europe/Zurich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,Q70,101748453,0,Bern,Bern,Berna,Berne,Berna,Берн,伯尔尼,,برن,বের্ন,Βέρνη,बर्न,Bern,Bern,Berna,ベルン,베른,Bern,Berno,Bern,Bern,Bern,1159149737,برن,ברן,Берн,برن,伯恩,2661552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683776.57963752,1248492.00574035,2,200,7,Admin-1 capital,Zürich,,Zurich,Zurich,0,,1,1,Switzerland,CHE,Switzerland,CHE,Zürich,CH,,1108000,341730,779877,12,10,Zarich,Zarrich,799231,799231,799231,799231,799231,300,253,253,97,97,287,287,178,178,8.341667,8.341667,8.758333,8.758333,47.233333,47.233333,47.475,47.475,8.559806,47.366638,Europe/Zurich,468,494,514,535,614,711,713,707,836,1006,1048,1078,1100,1108,1119,1134,1150,1172,4.7,Q72,101748463,0,Zürich,Zürich,Zúrich,Zurich,Zurique,Цюрих,苏黎世,,زيورخ,জুরিখ,Ζυρίχη,ज़्यूरिख़,Zürich,Zürich,Zurigo,チューリッヒ,취리히,Zürich,Zurych,Zürich,Zürih,Zürich,1159151271,زوریخ,ציריך,Цюрих,زیورخ,蘇黎世,2657896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738006.10045013,1037115.38691561,2,200,3,Admin-1 region capital,Milan,Milano,,Milan,0,,1,1,Italy,ITA,Italy,ITA,Lombardia,IT,,2945000,1306661,2857662,12,12,Milano,Milan,3056070,3875976,5677284,5677284,5677284,300,962,2825,372,1091,610,2510,379,1559,8.591667,8.910831,9.475,10.041667,45.308333,45.308333,45.713229,45.925,9.204551,45.600452,Europe/Rome,305,1883,2099,2395,2695,3017,3133,3168,3128,3063,3020,2985,2953,2945,2940,2938,2938,2938,4.7,Q490,101752703,0,Milan,Mailand,Milán,Milan,Milão,Милан,米兰,,ميلانو,মিলান,Μιλάνο,मिलानो,Milánó,Milan,Milano,ミラノ,밀라노,Milaan,Mediolan,Milano,Milano,Milano,1159151315,میلان,מילאנו,Мілан,میلان,米蘭,3173435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907674.10887116,1339404.32760769,2,200,3,Admin-1 capital,Munich,Munchen,,Munich,0,,1,1,Germany,DEU,Germany,DEU,Bayern,DE,,1275000,1260391,1524788,12,12,Mhnchen,Munich,1567148,1567148,1567148,1567148,1567148,300,464,464,179,179,336,336,209,209,11.308333,11.308333,11.808333,11.808333,48.008333,48.008333,48.3,48.3,11.550243,48.136798,Europe/Berlin,195,831,936,1060,1175,1294,1296,1299,1267,1218,1241,1202,1254,1275,1300,1317,1318,1318,4.7,Q1726,101748479,0,Munich,München,Múnich,Munich,Munique,Мюнхен,慕尼黑,,ميونخ,মিউনিখ,Μόναχο,म्यूनिख,München,München,Monaco di Baviera,ミュンヘン,뮌헨,München,Monachium,München,Münih,München,1159151357,مونیخ,מינכן,Мюнхен,میونخ,慕尼黑,2867714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499781.55241314,1118448.39742935,1,300,7,Admin-1 capital,Geneva,,,Geneva,0,,1,0,Switzerland,CHE,Switzerland,CHE,Genève,CH,,1240000,192385,508284,12,9,,Geneva,530422,530422,530422,0,0,50,179,179,69,69,215,215,134,134,5.966667,5.966667,6.325,6.325,46.133333,46.133333,46.291667,46.291667,6.1424,46.209427,Europe/Zurich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,Q71,101748445,0,Geneva,Genf,Ginebra,Genève,Genebra,Женева,日内瓦,,جنيف,জেনেভা,Γενεύη,जिनेवा,Genf,Jenewa,Ginevra,ジュネーヴ,제네바,Genève,Genewa,Genève,Cenevre,Genève,1159151505,ژنو,ז'נבה,Женева,جنیوا,日內瓦,2660646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
